<pre>** 
			SELECT * FROM
            	(SELECT *  FROM `e107_repeater`
				   ) as tmp
				left join `e107_repeater_band` on tmp.repeater_band_fk=repeater_band_id
				left join `e107_repeater_channel` on tmp.repeater_channel_fk=repeater_channelID
				left join `e107_repeater_type` on tmp.repeater_type_fk=repeater_type_id
				left join `e107_repeater_region` on tmp.repeater_region_fk=repeater_region_id
				left join `e107_repeater_ctcss` on tmp.repeater_ctcss_fk=repeater_ctcss_id
				left join `e107_repeater_status` on tmp.repeater_status_fk=repeater_status_id
				 WHERE repeater_id > 0 
				 ORDER BY repeater_callsign
				 </pre><br />
#,Freq,Mode,Shift,Offset,"TX Freq",Enc/Dec,Tone,Code,Show,Name,Power,Scan,Clk,Step,Scan2,Scan3,Scan4,Scan5,Scan6,Description,"BANK 1","BANK 2","BANK 3","BANK 4","BANK 5","BANK 6","BANK 7","BANK 8","BANK 9",BANK10,BANK11,BANK12,BANK13,BANK14,BANK15,BANK16,BANK17,BANK18,BANK19,BANK20,BANK21,BANK22,BANK23,BANK24,PRFRQ,SMSQL,RXATT,ELL,Masked,Internet,DCSinv
88,"145.0000 ",FM,Minus,0,"145.6000 ",OFF,103.5,023,,GB3FF,HIGH,,OFF,"12.5 K",,,,,,", KELTY, , IO86GC, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
89,"145.1125 ",FM,Minus,0,"145.7125 ",OFF,94.8,023,,GB3FG,HIGH,,OFF,"12.5 K",,,,,,", CARMARTHEN, , IO71WW, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
90,"51.2700 ",FM,Minus,0,"50.7700 ",OFF,77.0,023,,GB3FH,HIGH,,OFF,"12.5 K",,,,,,", SOMERSET, , IO81OH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
91,"438.5250 ",FM,Minus,0,"430.9250 ",OFF,77.0,023,,GB3FI,HIGH,,OFF,"12.5 K",,,,,,", CHEDDAR, , IO81OH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
92,"438.5500 ",FM,Minus,0,"430.9500 ",OFF,71.9,023,,GB3FJ,HIGH,,OFF,"12.5 K",,,,,,", ASGARBY, , IO93XE, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
93,"145.1500 ",FM,Minus,0,"145.7500 ",OFF,103.5,023,,GB3FK,HIGH,,OFF,"12.5 K",,,,,,", FOLKESTONE, , JO01OC, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
94,"1,291.0500 ",FM,Minus,0,"1,297.0500 ",OFF,,023,,GB3FM,HIGH,,OFF,"12.5 K",,,,,,", FARNHAM, , IO91OF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
95,"434.9750 ",FM,Minus,0,"433.3750 ",OFF,82.5,023,,GB3FN,HIGH,,OFF,"12.5 K",,,,,,", FARNHAM, , IO91OF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
96,"145.1750 ",FM,Minus,0,"145.7750 ",OFF,71.9,023,,GB3FR,HIGH,,OFF,"12.5 K",,,,,,", SPILSBY LINCS., , JO03AE, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
97,"51.3100 ",FM,Minus,0,"50.8100 ",OFF,82.5,023,,GB3FX,HIGH,,OFF,"12.5 K",,,,,,", FARNHAM, , IO91OF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
98,"434.9000 ",FM,Minus,0,"433.3000 ",OFF,67.0,023,,GB3GB,HIGH,,OFF,"12.5 K",,,,,,", BIRMINGHAM, , IO92BN, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
99,"51.2300 ",FM,Minus,0,"50.7300 ",OFF,77.0,023,,GB3GC,HIGH,,OFF,"12.5 K",,,,,,", GUNNISLAKE, , IO70WN, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
100,"145.0250 ",FM,Minus,0,"145.6250 ",OFF,110.9,023,,GB3GD,HIGH,,OFF,"12.5 K",,,,,,", SNAEFELL IOM, , IO74SG, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
101,"434.9000 ",FM,Minus,0,"433.3000 ",OFF,88.5,023,,GB3GF,HIGH,,OFF,"12.5 K",,,,,,", GUILDFORD, , IO91RF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
102,"434.7250 ",FM,Minus,0,"433.1250 ",OFF,118.8,023,,GB3GH,HIGH,,OFF,"12.5 K",,,,,,", GLOUCESTER, , IO81VU, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
103,"145.0375 ",FM,Minus,0,"145.6375 ",OFF,,023,,GB3GJ,HIGH,,OFF,"12.5 K",,,,,,", ST HELIER, , IN89WE, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
104,"438.5000 ",FM,Minus,0,"430.9000 ",OFF,103.5,023,,GB3GL,HIGH,,OFF,"12.5 K",,,,,,", GLASGOW, , IO75WU, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
105,"145.1750 ",FM,Minus,0,"145.7750 ",OFF,67.0,023,,GB3GN,HIGH,,OFF,"12.5 K",,,,,,", BANCHORY, , IO87TA, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
106,"145.1875 ",FM,Minus,0,"145.7875 ",OFF,110.9,023,,GB3GO,HIGH,,OFF,"12.5 K",,,,,,", LLANDUDNO, , IO83BH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
107,"438.5375 ",FM,Minus,0,"430.9375 ",OFF,71.9,023,,GB3GR,HIGH,,OFF,"12.5 K",,,,,,", GRANTHAM, , IO92RV, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
108,"51.3300 ",FM,Minus,0,"50.8300 ",OFF,103.5,023,,GB3GT,HIGH,,OFF,"12.5 K",,,,,,", LUDLOW, , IO82QJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
109,"434.9250 ",FM,Minus,0,"433.3250 ",OFF,71.9,023,,GB3GU,HIGH,,OFF,"12.5 K",,,,,,", GUERNSEY, , IN89RK, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
110,"29.5900 ",FM,Minus,0,"29.6900 ",OFF,103.5,023,,GB3GX,HIGH,,OFF,"12.5 K",,,,,,", LUDLOW, , IO82QJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
111,"434.8750 ",FM,Minus,0,"433.2750 ",OFF,88.5,023,,GB3GY,HIGH,,OFF,"12.5 K",,,,,,", GRIMSBY, , IO93XN, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
112,"145.1500 ",FM,Minus,0,"145.7500 ",OFF,118.8,023,,GB3HA,HIGH,,OFF,"12.5 K",,,,,,", HEXHAM, , IO85XA, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
113,"434.9750 ",FM,Minus,0,"433.3750 ",OFF,77.0,023,,GB3HB,HIGH,,OFF,"12.5 K",,,,,,", ST AUSTELL, , IO70OJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
114,"434.7500 ",FM,Minus,0,"433.1500 ",OFF,118.8,023,,GB3HC,HIGH,,OFF,"12.5 K",,,,,,", HEREFORD, , IO82PB, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
115,"434.8250 ",FM,Minus,0,"433.2250 ",OFF,82.5,023,,GB3HD,HIGH,,OFF,"12.5 K",,,,,,", HUDDERSFIELD, , IO93BP, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
116,"438.5250 ",FM,Minus,0,"430.9250 ",OFF,103.5,023,,GB3HE,HIGH,,OFF,"12.5 K",,,,,,", HASTINGS, , JO00HV, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
117,"51.2600 ",FM,Minus,0,"50.7600 ",OFF,71.9,023,,GB3HF,HIGH,,OFF,"12.5 K",,,,,,", BARNSLEY, , IO93HO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
118,"145.0250 ",FM,Minus,0,"145.6250 ",OFF,88.5,023,,GB3HG,HIGH,,OFF,"12.5 K",,,,,,", THIRSK, , IO94JF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
119,"145.1000 ",FM,Minus,0,"145.7000 ",OFF,71.9,023,,GB3HH,HIGH,,OFF,"12.5 K",,,,,,", BUXTON, , IO93BF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
120,"145.1000 ",FM,Minus,0,"145.7000 ",OFF,103.5,023,,GB3HI,HIGH,,OFF,"12.5 K",,,,,,", ISLE OF MULL, , IO76DK, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
121,"434.6250 ",FM,Minus,0,"433.0250 ",OFF,118.8,023,,GB3HJ,HIGH,,OFF,"12.5 K",,,,,,", HARROGATE, , IO94EB, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
122,"434.6500 ",FM,Minus,0,"433.0500 ",OFF,118.8,023,,GB3HK,HIGH,,OFF,"12.5 K",,,,,,", SELKIRK, , IO85ON, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
123,"51.3200 ",FM,Minus,0,"50.8200 ",OFF,71.9,023,,GB3HM,HIGH,,OFF,"12.5 K",,,,,,", BELPER, , IO93GA, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
124,"434.8750 ",FM,Minus,0,"433.2750 ",OFF,82.5,023,,GB3HN,HIGH,,OFF,"12.5 K",,,,,,", HITCHIN, , IO91VW, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
125,"434.9500 ",FM,Minus,0,"433.3500 ",OFF,82.5,023,,GB3HR,HIGH,,OFF,"12.5 K",,,,,,", HARROW, , IO91TO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
126,"145.0500 ",FM,Minus,0,"145.6500 ",OFF,88.5,023,,GB3HS,HIGH,,OFF,"12.5 K",,,,,,", WALKINGTON, , IO93RT, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
127,"434.8750 ",FM,Minus,0,"433.2750 ",OFF,77.0,023,,GB3HT,HIGH,,OFF,"12.5 K",,,,,,", HINCKLEY, , IO92HN, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
128,"434.9250 ",FM,Minus,0,"433.3250 ",OFF,110.9,023,,GB3HW,HIGH,,OFF,"12.5 K",,,,,,", ROMFORD, , JO01CO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
129,"434.7250 ",FM,Minus,0,"433.1250 ",OFF,67.0,023,,GB3IC,HIGH,,OFF,"12.5 K",,,,,,", WOLVERHAMPTON, , IO82WO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
130,"438.4500 ",FM,Minus,0,"430.8500 ",OFF,77.0,023,,GB3IE,HIGH,,OFF,"12.5 K",,,,,,", PLYMOUTH, , IO70XJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
131,"145.1750 ",FM,Minus,0,"145.7750 ",OFF,88.5,023,,GB3IG,HIGH,,OFF,"12.5 K",,,,,,", STORNOWAY, , IO68QE, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
132,"434.7000 ",FM,Minus,0,"433.1000 ",OFF,110.9,023,,GB3IH,HIGH,,OFF,"12.5 K",,,,,,", IPSWICH, , JO02OB, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
133,"145.1625 ",FM,Minus,0,"145.7625 ",OFF,103.5,023,,GB3IK,HIGH,,OFF,"12.5 K",,,,,,", ROCHESTER, , JO01FJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
134,"438.4250 ",FM,Minus,0,"430.8250 ",OFF,110.9,023,,GB3IM-C,HIGH,,OFF,"12.5 K",,,,,,", DOUGLAS  IOM, , IO74SD, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
135,"438.4250 ",FM,Minus,0,"430.8250 ",OFF,71.9,023,,GB3IM-R,HIGH,,OFF,"12.5 K",,,,,,", RAMSEY  IOM, , IO74TI, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
136,"434.7250 ",FM,Minus,0,"433.1250 ",OFF,110.9,023,,GB3IM-S,HIGH,,OFF,"12.5 K",,,,,,", DOUGLAS  IOM, , IO74SG, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
137,"145.0375 ",FM,Minus,0,"145.6375 ",OFF,71.9,023,,GB3IN,HIGH,,OFF,"12.5 K",,,,,,", MATLOCK, , IO93GD, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
138,"145.1625 ",FM,Minus,0,"145.7625 ",OFF,103.5,023,,GB3IP,HIGH,,OFF,"12.5 K",,,,,,", STAFFORD, , IO82WS, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
139,"145.1625 ",FM,Minus,0,"145.7625 ",OFF,88.5,023,,GB3IR,HIGH,,OFF,"12.5 K",,,,,,", RICHMOND YORKS, , IO94DJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
140,"145.1500 ",FM,Minus,0,"145.7500 ",OFF,88.5,023,,GB3IS,HIGH,,OFF,"12.5 K",,,,,,", BROADFORD, , IO77BF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
141,"434.8250 ",FM,Minus,0,"433.2250 ",OFF,71.9,023,,GB3IW,HIGH,,OFF,"12.5 K",,,,,,", RYDE, , IO90JQ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
142,"145.1875 ",FM,Minus,0,"145.7875 ",OFF,103.5,023,,GB3JB,HIGH,,OFF,"12.5 K",,,,,,", MERE WILTSHIRE, , IO81VC, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
143,"438.5000 ",FM,Minus,0,"430.9000 ",OFF,94.8,023,,GB3JC,HIGH,,OFF,"12.5 K",,,,,,", NORWICH, , JO02QP, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
144,"145.1875 ",FM,Minus,0,"145.7875 ",OFF,77.0,023,,GB3JL,HIGH,,OFF,"12.5 K",,,,,,", LISKEARD, , IO70SM, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
145,"434.6250 ",FM,Minus,0,"433.0250 ",OFF,94.8,023,,GB3JS,HIGH,,OFF,"12.5 K",,,,,,", GREAT YARMOUTH  , , JO02UO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
146,"51.3300 ",FM,Minus,0,"50.8300 ",OFF,94.8,023,,GB3JX,HIGH,,OFF,"12.5 K",,,,,,", NORWICH, , JO02QP, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
147,"438.5000 ",FM,Minus,0,"430.9000 ",OFF,67.0,023,,GB3KC,HIGH,,OFF,"12.5 K",,,,,,", STOURBRIDGE, , IO82WK, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
148,"145.1875 ",FM,Minus,0,"145.7875 ",OFF,118.8,023,,GB3KD,HIGH,,OFF,"12.5 K",,,,,,", KIDDERMINSTER, , IO82UJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
149,"145.0875 ",FM,Minus,0,"145.6875 ",OFF,103.5,023,,GB3KE,HIGH,,OFF,"12.5 K",,,,,,", GLASGOW, , IO75UV, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
150,"145.0625 ",FM,Minus,0,"145.6625 ",OFF,103.5,023,,GB3KI,HIGH,,OFF,"12.5 K",,,,,,", HERNE BAY, , JO01NI, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
151,"438.5750 ",FM,Minus,0,"430.9750 ",OFF,110.9,023,,GB3KK,HIGH,,OFF,"12.5 K",,,,,,", BALLYCASTLE, , IO65VE, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
152,"434.7000 ",FM,Minus,0,"433.1000 ",OFF,94.8,023,,GB3KL,HIGH,,OFF,"12.5 K",,,,,,", KINGS LYNN, , JO02FR, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
153,"145.1000 ",FM,Minus,0,"145.7000 ",OFF,103.5,023,,GB3KN,HIGH,,OFF,"12.5 K",,,,,,", MAIDSTONE, , JO01GH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
154,"434.6750 ",FM,Minus,0,"433.0750 ",OFF,67.0,023,,GB3KR,HIGH,,OFF,"12.5 K",,,,,,", KIDDERMINSTER, , IO82UJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
155,"145.0250 ",FM,Minus,0,"145.6250 ",OFF,103.5,023,,GB3KS,HIGH,,OFF,"12.5 K",,,,,,", DOVER, , JO01PA, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
156,"438.5750 ",FM,Minus,0,"430.9750 ",OFF,103.5,023,,GB3KV,HIGH,,OFF,"12.5 K",,,,,,", KILSYTH, , IO75XX, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
157,"145.1125 ",FM,Minus,0,"145.7125 ",OFF,94.8,023,,GB3KY,HIGH,,OFF,"12.5 K",,,,,,", KINGS LYNN, , JO02FS, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
158,"145.1125 ",FM,Minus,0,"145.7125 ",OFF,103.5,023,,GB3LA,HIGH,,OFF,"12.5 K",,,,,,", SANQUHAR, , IO85CJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
159,"145.1875 ",FM,Minus,0,"145.7875 ",OFF,118.8,023,,GB3LB,HIGH,,OFF,"12.5 K",,,,,,", LAUDER, , IO85NS, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
160,"434.8250 ",FM,Minus,0,"433.2250 ",OFF,71.9,023,,GB3LC,HIGH,,OFF,"12.5 K",,,,,,", LOUTH, , IO93WH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
161,"145.0750 ",FM,Minus,0,"145.6750 ",OFF,110.9,023,,GB3LD,HIGH,,OFF,"12.5 K",,,,,,", LANCASTER, , IO84OA, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
162,"434.7000 ",FM,Minus,0,"433.1000 ",OFF,77.0,023,,GB3LE,HIGH,,OFF,"12.5 K",,,,,,", MARKFIELD  LEICESTER, , IO92IQ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
163,"434.9500 ",FM,Minus,0,"433.3500 ",OFF,110.9,023,,GB3LF,HIGH,,OFF,"12.5 K",,,,,,", KENDAL, , IO84PH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
164,"434.9750 ",FM,Minus,0,"433.3750 ",OFF,103.5,023,,GB3LH,HIGH,,OFF,"12.5 K",,,,,,", SHREWSBURY, , IO82OP, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
165,"434.8500 ",FM,Minus,0,"433.2500 ",OFF,82.5,023,,GB3LI,HIGH,,OFF,"12.5 K",,,,,,", LIVERPOOL, , IO83LL, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
166,"434.6000 ",FM,Minus,0,"433.0000 ",OFF,110.9,023,,GB3LL,HIGH,,OFF,"12.5 K",,,,,,", LLANDUDNO, , IO83BH, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
167,"145.1250 ",FM,Minus,0,"145.7250 ",OFF,71.9,023,,GB3LM,HIGH,,OFF,"12.5 K",,,,,,", LINCOLN, , IO93RF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
168,"51.2500 ",FM,Minus,0,"50.7500 ",OFF,77.0,023,,GB3LP,HIGH,,OFF,"12.5 K",,,,,,", LIVERPOOL, , IO83MK, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
169,"438.4625 ",FM,Minus,0,"430.8625 ",OFF,88.5,023,,GB3LR,HIGH,,OFF,"12.5 K",,,,,,", NEWHAVEN, , JO00AS, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
170,"434.6500 ",FM,Minus,0,"433.0500 ",OFF,71.9,023,,GB3LS,HIGH,,OFF,"12.5 K",,,,,,", LINCOLN, , IO93RF, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
171,"434.8500 ",FM,Minus,0,"433.2500 ",OFF,77.0,023,,GB3LT,HIGH,,OFF,"12.5 K",,,,,,", LUTON, , IO91SV, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
172,"145.0750 ",FM,Minus,0,"145.6750 ",OFF,77.0,023,,GB3LU,HIGH,,OFF,"12.5 K",,,,,,", SHETLAND, , IP90JD, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
173,"434.6500 ",FM,Minus,0,"433.0500 ",OFF,82.5,023,,GB3LV,HIGH,,OFF,"12.5 K",,,,,,", NORTH LONDON, , IO91XP, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
174,"438.5000 ",FM,Minus,0,"430.9000 ",OFF,82.5,023,,GB3LW,HIGH,,OFF,"12.5 K",,,,,,", LONDON, , IO91WM, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
175,"145.0000 ",FM,Minus,0,"145.6000 ",OFF,110.9,023,,GB3LY,HIGH,,OFF,"12.5 K",,,,,,", LIMAVADY  N.I, , IO65NC, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
176,"434.6250 ",FM,Minus,0,"433.0250 ",OFF,82.5,023,,GB3MA,HIGH,,OFF,"12.5 K",,,,,,", BURY, , IO83UO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
177,"438.4500 ",FM,Minus,0,"430.8500 ",OFF,71.9,023,,GB3MD,HIGH,,OFF,"12.5 K",,,,,,", MANSFIELD, , IO93KD, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
178,"434.7500 ",FM,Minus,0,"433.1500 ",OFF,67.0,023,,GB3ME,HIGH,,OFF,"12.5 K",,,,,,", RUGBY, , IO92JJ, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
179,"434.6500 ",FM,Minus,0,"433.0500 ",OFF,103.5,023,,GB3MF,HIGH,,OFF,"12.5 K",,,,,,", MACCLESFIELD, , IO83WG, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
180,"438.5000 ",FM,Minus,0,"430.9000 ",OFF,94.8,023,,GB3MG,HIGH,,OFF,"12.5 K",,,,,,", PONTYPRIDD, , IO81IO, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
181,"145.0250 ",FM,Minus,0,"145.6250 ",OFF,88.5,023,,GB3MH,HIGH,,OFF,"12.5 K",,,,,,", EAST GRINSTEAD, , IO91WC, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
182,"145.1125 ",FM,Minus,0,"145.7125 ",OFF,82.5,023,,GB3MI,HIGH,,OFF,"12.5 K",,,,,,", MANCHESTER, , IO83VM, ",,,,,,,,,,,,,,,,,,,,,,,,,"1600 HZ",OFF,OFF,OFF,NO,OFF,RN-TN
